编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
113,二级评论,可以吃的小喜,1963928506,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-27 06:42,0
114,一级评论,up主,up主,の小尾巴哟,20896876,这个菜这么快的吗……当初我怕西兰花没炒熟 把它都炒焉了…,2022-08-27 00:39,0
114,二级评论,の小尾巴哟,20896876,の小尾巴哟,20896876,回复 @景秀前程老周抗癌中 :谢谢大爷 长知识啦,2022-08-27 17:02,0
114,二级评论,の小尾巴哟,20896876,景秀前程老周抗癌中,1403656459,哈哈，很快的，西兰花生的都可以吃啊,2022-08-27 06:44,0
115,一级评论,up主,up主,东方凤幼-港配剪辑剧,23367044,支持,2022-08-27 00:32,0
115,二级评论,东方凤幼-港配剪辑剧,23367044,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-27 06:43,0
116,一级评论,up主,up主,Lunacysea-,272834909,感觉爷爷钟爱五香粉,2022-08-27 00:08,0
116,二级评论,Lunacysea-,272834909,景秀前程老周抗癌中,1403656459,哈哈，五香粉就是一调料，谢谢你！,2022-08-27 06:44,0
117,一级评论,up主,up主,矮胖丑的球,439155631,明天就去买西兰花,2022-08-27 00:01,0
117,二级评论,矮胖丑的球,439155631,景秀前程老周抗癌中,1403656459,哈哈，谢谢你！,2022-08-27 06:44,0
118,一级评论,up主,up主,业余反派,15174217,三连啦哈哈哈哈哈哈哈,2022-08-26 23:58,0
118,二级评论,业余反派,15174217,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-27 06:49,0
119,一级评论,up主,up主,提笔丶花海,522724073,爷爷我后天要考试了不能看您的视频了,2022-08-26 23:00,0
119,二级评论,提笔丶花海,522724073,景秀前程老周抗癌中,1403656459,学业为重，谢谢你！,2022-08-27 06:49,0
120,一级评论,up主,up主,梦奭之ameng,1181589145,爷爷晚上好！我们快开学啦。爷爷的视频尽量每个都三连了，爷爷加油！,2022-08-26 22:51,0
120,二级评论,梦奭之ameng,1181589145,景秀前程老周抗癌中,1403656459,学业为重，谢谢你！,2022-08-27 06:50,0
121,一级评论,up主,up主,艾琳的心上人呐,593727978,爷爷加油加油加油加油加油,2022-08-26 22:47,0
121,二级评论,艾琳的心上人呐,593727978,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-27 06:50,1
122,一级评论,up主,up主,咖啡不气丶,287320732,刚下班就看见爷爷视频，好饿好饿好饿,2022-08-26 22:35,0
122,二级评论,咖啡不气丶,287320732,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-27 06:45,0
123,一级评论,up主,up主,你不高兴我就开心啦,324908835,哇，这个菜我爷爷也做给我吃过，嘎嘎香超好吃！😋😋😋,2022-08-26 22:28,0
123,二级评论,你不高兴我就开心啦,324908835,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-27 06:49,0
124,一级评论,up主,up主,国与亨,15308962,爷爷晚上好！虾仁和西兰花都是我爱吃的,2022-08-26 21:43,0
124,二级评论,国与亨,15308962,景秀前程老周抗癌中,1403656459,哈哈，谢谢你！,2022-08-26 21:43,0
125,一级评论,up主,up主,深夜的情绪,503885940,加油！,2022-08-26 21:39,0
125,二级评论,深夜的情绪,503885940,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-26 21:39,0
126,一级评论,up主,up主,驴孩白杨,353429061,看起来真不错！,2022-08-26 21:36,0
126,二级评论,驴孩白杨,353429061,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-26 21:39,0
127,一级评论,up主,up主,怪离w,146748842,爷爷晚上好呀！过几天就要开学了没办法看爷爷了今天的菜好好吃的样子！！！,2022-08-26 21:35,0
127,二级评论,怪离w,146748842,景秀前程老周抗癌中,1403656459,学业为重！谢谢你！,2022-08-26 21:39,0
128,一级评论,up主,up主,刑天-小哥哥,1453081499,爷爷加油，跟着爷爷学做饭嘿嘿。,2022-08-26 21:34,0
128,二级评论,刑天-小哥哥,1453081499,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-26 21:39,0
129,一级评论,up主,up主,张三之道,2143116359,每日一打卡，胃癌再见啦,2022-08-26 21:25,0
129,二级评论,张三之道,2143116359,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-26 21:39,0
130,一级评论,up主,up主,你的小鲨瓜,1333703359,对不起爷爷，今天有事，没看到您的直播,2022-08-26 21:20,0
130,二级评论,你的小鲨瓜,1333703359,景秀前程老周抗癌中,1403656459,没事，谢谢你！,2022-08-26 21:22,0
131,一级评论,up主,up主,Faith_13,350259624,加油爷爷,2022-08-26 21:13,0
131,二级评论,Faith_13,350259624,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:22,0
132,一级评论,up主,up主,电丘丘,439730,爷爷加油！,2022-08-26 21:10,0
132,二级评论,电丘丘,439730,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:22,0
133,一级评论,up主,up主,是一个好的昵称,1885780791,感觉真香啊，爷爷加油！,2022-08-26 21:04,0
133,二级评论,是一个好的昵称,1885780791,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:19,1
134,一级评论,up主,up主,゛羽祭ヅ,387579035,加油！,2022-08-26 20:59,0
134,二级评论,゛羽祭ヅ,387579035,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-27 06:50,0
135,一级评论,up主,up主,账号已注销,1471021935,爷爷晚上好！,2022-08-26 20:47,0
135,二级评论,账号已注销,1471021935,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-27 06:49,0
136,一级评论,up主,up主,埋头苦干的老五,1282850131,爷爷每天都要开开心心的！加油！,2022-08-26 20:45,0
136,二级评论,埋头苦干的老五,1282850131,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-27 06:50,0
137,一级评论,up主,up主,记住柯拉斯史特朗哥,19536503,看得出来爷爷很喜欢虾仁,2022-08-26 20:44,0
137,二级评论,记住柯拉斯史特朗哥,19536503,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-27 06:49,0
138,一级评论,up主,up主,JOYboom,167198239,爷爷做得好棒呀！明天安排上哈哈哈 爱您哦 一切顺利,2022-08-26 20:42,0
138,二级评论,JOYboom,167198239,JOYboom,167198239,回复 @景秀前程老周抗癌中 :,2022-08-27 11:25,0
138,二级评论,JOYboom,167198239,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-27 06:49,0
139,一级评论,up主,up主,黎子曾,672946680,加油😊,2022-08-26 20:39,0
139,二级评论,黎子曾,672946680,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-27 06:49,0
140,一级评论,up主,up主,佳哈哈哈哈哈哈哈哈,1695665723,爷爷加油,2022-08-26 20:24,0
140,二级评论,佳哈哈哈哈哈哈哈哈,1695665723,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:19,0
141,一级评论,up主,up主,你是想气死250酱吗,389764234,,2022-08-26 20:23,0
141,二级评论,你是想气死250酱吗,389764234,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:19,0
142,一级评论,up主,up主,吃不饱的喜宝,442366363,爷爷加油,2022-08-26 20:12,0
142,二级评论,吃不饱的喜宝,442366363,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:19,0
143,一级评论,up主,up主,越过这座岭,1774117763,爷爷加油,2022-08-26 20:09,0
143,二级评论,越过这座岭,1774117763,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:20,1
144,一级评论,up主,up主,落云晨balabala,700289588,爷爷晚上好 今天又来给爷爷加油啦,2022-08-26 20:07,0
144,二级评论,落云晨balabala,700289588,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:19,0
145,一级评论,up主,up主,鱼翅烧钻石,299714839,爷爷加油,2022-08-26 20:04,0
145,二级评论,鱼翅烧钻石,299714839,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:19,1
146,一级评论,up主,up主,费城76人-詹姆斯哈登,1662859170,我又来了，爷爷加油哦,2022-08-26 19:59,0
146,二级评论,费城76人-詹姆斯哈登,1662859170,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:19,0
147,一级评论,up主,up主,参团鱼ing,687477856,加油啊,2022-08-26 19:58,0
147,二级评论,参团鱼ing,687477856,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:21,0
148,一级评论,up主,up主,PizzaBoy-,431763527,爷爷晚上好，我今天也吃了西兰花！,2022-08-26 19:56,0
148,二级评论,PizzaBoy-,431763527,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:19,0
149,一级评论,up主,up主,鸽一头头头,1051579520,爷爷加油！每日打卡,2022-08-26 19:53,0
149,二级评论,鸽一头头头,1051579520,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:21,0
150,一级评论,up主,up主,捣个大蒜头,3461564782873324,有点晚，但没事，爷爷加油,2022-08-26 19:38,0
150,二级评论,捣个大蒜头,3461564782873324,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:21,0
151,一级评论,up主,up主,蜂蜜茯苓松花糕,494241576,爷爷可以加个广告,2022-08-26 19:36,0
151,二级评论,蜂蜜茯苓松花糕,494241576,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:20,0
152,一级评论,up主,up主,欧拉都不敢这么证,290299777,爷爷晚上好，今天晚了点,2022-08-26 19:30,0
152,二级评论,欧拉都不敢这么证,290299777,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:21,0
153,一级评论,up主,up主,M-forest小森,441029484,加油 您一定会成功的,2022-08-26 19:28,0
153,二级评论,M-forest小森,441029484,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:21,0
154,一级评论,up主,up主,是野原智颖呀,388972739,爷爷加油！,2022-08-26 19:22,0
154,二级评论,是野原智颖呀,388972739,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:21,0
155,一级评论,up主,up主,壹只余,34330308,爷爷晚上好，今天也是好好生活的一天！,2022-08-26 19:20,0
155,二级评论,壹只余,34330308,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:20,0
156,一级评论,up主,up主,斟酒随义,15729061,放假在家不知道吃什么，就扒拉扒拉爷爷视频选菜做，有人给我做选择的快乐太棒了！！,2022-08-26 19:16,0
156,二级评论,斟酒随义,15729061,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:20,0
157,一级评论,up主,up主,-千夜chiya-,196904784,爷爷晚上好,2022-08-26 19:13,0
157,二级评论,-千夜chiya-,196904784,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:21,0
158,一级评论,up主,up主,博学丶柯基,1890015554,我是博学！请爷爷记住我！,2022-08-26 19:02,0
158,二级评论,博学丶柯基,1890015554,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:20,1
159,一级评论,up主,up主,oxgd,121242636,周爷爷加油！,2022-08-26 19:02,0
159,二级评论,oxgd,121242636,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:21,0
160,一级评论,up主,up主,账号已注销,485333377,爷爷我来啦~好喜欢吃虾仁的哈哈哈~,2022-08-26 18:59,0
160,二级评论,账号已注销,485333377,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-27 06:50,0
161,一级评论,up主,up主,子慕event,415074760,热乎的好,2022-08-26 18:58,0
161,二级评论,子慕event,415074760,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:21,0
162,一级评论,up主,up主,中岛敦的修狗,1412603000,,2022-08-26 18:55,0
162,二级评论,中岛敦的修狗,1412603000,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 21:21,1
163,一级评论,up主,up主,郁书天,1701719659,666,2022-08-26 18:44,0
163,二级评论,郁书天,1701719659,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-26 18:45,0
164,一级评论,up主,up主,白鸟入梦,11021368,加油爷爷,2022-08-26 18:41,0
164,二级评论,白鸟入梦,11021368,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-26 18:42,0
165,一级评论,up主,up主,泡芙小当家,476260286,看起来好好吃！今晚就做这道菜啦！,2022-08-26 18:40,0
165,二级评论,泡芙小当家,476260286,景秀前程老周抗癌中,1403656459,哈哈，谢谢你！,2022-08-26 18:41,0
166,一级评论,up主,up主,Asaishero,180336258,倒我嘴里,2022-08-26 18:40,0
166,二级评论,Asaishero,180336258,景秀前程老周抗癌中,1403656459,哈哈，谢谢你！,2022-08-26 18:41,0
167,一级评论,up主,up主,没能守住副本的骷髅,523984821,爷爷加油，你会好起来的,2022-08-26 18:40,0
167,二级评论,没能守住副本的骷髅,523984821,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-26 18:41,0
168,一级评论,up主,up主,一个路过的233,1311763705,爷爷加油啊。投币了。,2022-08-26 18:38,0
168,二级评论,一个路过的233,1311763705,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 18:38,1
169,一级评论,up主,up主,biangbiang老吴,10765557,起锅，加油！,2022-08-26 18:38,0
169,二级评论,biangbiang老吴,10765557,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 18:39,0
170,一级评论,up主,up主,是怂怂不是宋宋阿,477346679,爷爷加油呀～,2022-08-26 18:37,0
170,二级评论,是怂怂不是宋宋阿,477346679,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 18:38,0
171,一级评论,up主,up主,羟基梭哈了羧基,660498693,爷爷加油！,2022-08-26 18:37,0
171,二级评论,羟基梭哈了羧基,660498693,景秀前程老周抗癌中,1403656459,谢谢你,2022-08-26 18:38,0
172,一级评论,up主,up主,中国小潮超级大战士,538216264,爷爷加油呀！！！看起来好好吃😋,2022-08-26 18:36,0
172,二级评论,中国小潮超级大战士,538216264,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-26 18:38,0
173,一级评论,up主,up主,洪武皇帝明太祖,1805531881,爷爷有没有胖一点呀,2022-08-26 18:36,0
173,二级评论,洪武皇帝明太祖,1805531881,景秀前程老周抗癌中,1403656459,长了点，谢谢你！,2022-08-26 18:38,1
174,一级评论,up主,up主,厨师掌,12921362,加油啊,2022-08-26 18:35,0
174,二级评论,厨师掌,12921362,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-26 18:36,0
175,一级评论,up主,up主,河坝里的河豚,1395840373,加油！,2022-08-26 18:34,0
175,二级评论,河坝里的河豚,1395840373,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-26 18:35,0
176,一级评论,up主,up主,冷暖小千,412641434,又是好有营养的一道菜,2022-08-26 18:34,0
176,二级评论,冷暖小千,412641434,景秀前程老周抗癌中,1403656459,谢谢你呀,2022-08-26 18:34,0
177,一级评论,up主,up主,敬程程,1708317668,加油,2022-08-26 18:35,0
177,二级评论,敬程程,1708317668,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-26 18:35,0
178,一级评论,up主,up主,宇智波北海i,698008186,加油!,2022-08-26 18:33,0
178,二级评论,宇智波北海i,698008186,景秀前程老周抗癌中,1403656459,谢谢你！,2022-08-26 18:34,0
